TEAM_NAME,GAME_DATE,MATCHUP,PTS,FG3M,REB,AST,BLK
New York Knicks,2025-02-20T00:00:00,NYK vs. CHI,113,14,54,28,7
Chicago Bulls,2025-02-20T00:00:00,CHI @ NYK,111,19,53,24,6
LA Clippers,2025-02-20T00:00:00,LAC @ MIL,110,12,43,28,7
Atlanta Hawks,2025-02-20T00:00:00,ATL vs. ORL,108,11,51,20,4
Portland Trail Blazers,2025-02-20T00:00:00,POR vs. LAL,102,12,33,27,7
Phoenix Suns,2025-02-20T00:00:00,PHX @ SAS,109,16,39,28,4
Brooklyn Nets,2025-02-20T00:00:00,BKN vs. CLE,97,10,45,25,10
Charlotte Hornets,2025-02-20T00:00:00,CHA @ DEN,115,15,45,28,2
Memphis Grizzlies,2025-02-20T00:00:00,MEM @ IND,113,12,46,28,7
Philadelphia 76ers,2025-02-20T00:00:00,PHI vs. BOS,104,8,44,23,0
Charlotte Hornets,2025-02-19T00:00:00,CHA @ LAL,100,18,47,20,4
Los Angeles Lakers,2025-02-19T00:00:00,LAL vs. CHA,97,15,50,29,4
,2025-02-16T00:00:00,,41,9,16,10,0
,2025-02-16T00:00:00,,41,5,14,14,3
,2025-02-16T00:00:00,,42,6,18,12,1
,2025-02-16T00:00:00,,35,4,15,8,0
,2025-02-16T00:00:00,,32,6,3,12,3
,2025-02-16T00:00:00,,25,2,18,7,1
,2025-02-14T00:00:00,,64,0,39,16,3
,2025-02-14T00:00:00,,25,3,12,4,1
,2025-02-14T00:00:00,,40,4,12,13,0
,2025-02-14T00:00:00,,40,4,19,7,0
,2025-02-14T00:00:00,,39,3,13,10,1
,2025-02-14T00:00:00,,34,5,8,11,0
,2025-02-14T00:00:00,,55,2,36,9,2
,2025-02-14T00:00:00,,14,2,9,4,2
Minnesota Timberwolves,2025-02-13T00:00:00,MIN vs. OKC,116,12,54,28,2
New Orleans Pelicans,2025-02-13T00:00:00,NOP vs. SAC,140,21,45,32,7
Golden State Warriors,2025-02-13T00:00:00,GSW @ HOU,105,11,42,26,6
Dallas Mavericks,2025-02-13T00:00:00,DAL vs. MIA,118,13,40,28,2
LA Clippers,2025-02-13T00:00:00,LAC @ UTA,120,14,43,22,5
Utah Jazz,2025-02-13T00:00:00,UTA vs. LAC,116,18,47,23,1
Miami Heat,2025-02-13T00:00:00,MIA @ DAL,113,10,42,23,4
Sacramento Kings,2025-02-13T00:00:00,SAC @ NOP,133,17,58,38,1
Houston Rockets,2025-02-13T00:00:00,HOU vs. GSW,98,12,52,24,5
Oklahoma City Thunder,2025-02-13T00:00:00,OKC @ MIN,101,7,49,25,7
Cleveland Cavaliers,2025-02-12T00:00:00,CLE @ TOR,131,18,53,34,4
Detroit Pistons,2025-02-12T00:00:00,DET @ CHI,128,10,47,30,6
Orlando Magic,2025-02-12T00:00:00,ORL vs. CHA,102,14,52,22,9
LA Clippers,2025-02-12T00:00:00,LAC vs. MEM,128,13,46,29,2
Oklahoma City Thunder,2025-02-12T00:00:00,OKC vs. MIA,115,15,41,22,3
Boston Celtics,2025-02-12T00:00:00,BOS vs. SAS,116,18,56,25,5
Utah Jazz,2025-02-12T00:00:00,UTA vs. LAL,131,15,48,30,8
Denver Nuggets,2025-02-12T00:00:00,DEN vs. POR,132,15,49,26,7
Sacramento Kings,2025-02-12T00:00:00,SAC @ NOP,119,16,48,28,7
Houston Rockets,2025-02-12T00:00:00,HOU vs. PHX,119,13,47,32,4
Indiana Pacers,2025-02-12T00:00:00,IND @ WAS,134,16,42,38,5
Dallas Mavericks,2025-02-12T00:00:00,DAL vs. GSW,111,15,39,20,7
Brooklyn Nets,2025-02-12T00:00:00,BKN vs. PHI,100,8,50,23,7
Milwaukee Bucks,2025-02-12T00:00:00,MIL @ MIN,103,12,48,24,1
New York Knicks,2025-02-12T00:00:00,NYK vs. ATL,149,11,39,28,5
Atlanta Hawks,2025-02-12T00:00:00,ATL @ NYK,148,14,47,43,10
Minnesota Timberwolves,2025-02-12T00:00:00,MIN vs. MIL,101,10,59,27,6
Washington Wizards,2025-02-12T00:00:00,WAS vs. IND,130,23,46,29,7
Golden State Warriors,2025-02-12T00:00:00,GSW @ DAL,107,10,50,29,6
Philadelphia 76ers,2025-02-12T00:00:00,PHI @ BKN,96,8,38,25,9
New Orleans Pelicans,2025-02-12T00:00:00,NOP vs. SAC,111,8,40,28,5
Phoenix Suns,2025-02-12T00:00:00,PHX @ HOU,111,10,43,25,5
Portland Trail Blazers,2025-02-12T00:00:00,POR @ DEN,121,14,45,27,6
Los Angeles Lakers,2025-02-12T00:00:00,LAL @ UTA,119,20,45,31,3
San Antonio Spurs,2025-02-12T00:00:00,SAS @ BOS,103,9,38,30,2
Memphis Grizzlies,2025-02-12T00:00:00,MEM @ LAC,114,18,40,24,4
Miami Heat,2025-02-12T00:00:00,MIA @ OKC,101,11,45,24,5
Charlotte Hornets,2025-02-12T00:00:00,CHA @ ORL,86,8,43,21,4
Chicago Bulls,2025-02-12T00:00:00,CHI vs. DET,110,9,37,23,7
Toronto Raptors,2025-02-12T00:00:00,TOR vs. CLE,108,10,39,26,5
Detroit Pistons,2025-02-11T00:00:00,DET @ CHI,132,18,55,30,8
New York Knicks,2025-02-11T00:00:00,NYK @ IND,128,10,48,37,2
Memphis Grizzlies,2025-02-11T00:00:00,MEM @ PHX,119,12,60,22,3
Toronto Raptors,2025-02-11T00:00:00,TOR @ PHI,106,11,49,23,4
Philadelphia 76ers,2025-02-11T00:00:00,PHI vs. TOR,103,9,46,22,2
Phoenix Suns,2025-02-11T00:00:00,PHX vs. MEM,112,12,42,35,9
Indiana Pacers,2025-02-11T00:00:00,IND vs. NYK,115,9,36,32,3
Chicago Bulls,2025-02-11T00:00:00,CHI vs. DET,92,10,44,22,2
Oklahoma City Thunder,2025-02-10T00:00:00,OKC vs. NOP,137,27,45,29,8
Denver Nuggets,2025-02-10T00:00:00,DEN vs. POR,146,8,38,44,2
Cleveland Cavaliers,2025-02-10T00:00:00,CLE vs. MIN,128,17,49,27,5
Los Angeles Lakers,2025-02-10T00:00:00,LAL vs. UTA,132,15,44,28,2
Boston Celtics,2025-02-10T00:00:00,BOS @ MIA,103,17,52,24,5
Golden State Warriors,2025-02-10T00:00:00,GSW @ MIL,125,13,48,27,2
San Antonio Spurs,2025-02-10T00:00:00,SAS @ WAS,131,17,43,28,4
Brooklyn Nets,2025-02-10T00:00:00,BKN vs. CHA,97,10,47,24,6
Atlanta Hawks,2025-02-10T00:00:00,ATL @ ORL,112,12,39,29,3
Sacramento Kings,2025-02-10T00:00:00,SAC @ DAL,129,9,50,28,3
Dallas Mavericks,2025-02-10T00:00:00,DAL vs. SAC,128,15,33,31,4
Orlando Magic,2025-02-10T00:00:00,ORL vs. ATL,106,12,36,22,8
Charlotte Hornets,2025-02-10T00:00:00,CHA @ BKN,89,6,40,18,7
Washington Wizards,2025-02-10T00:00:00,WAS vs. SAS,121,14,42,26,3
Milwaukee Bucks,2025-02-10T00:00:00,MIL vs. GSW,111,10,37,18,4
Miami Heat,2025-02-10T00:00:00,MIA vs. BOS,85,11,51,21,2
Utah Jazz,2025-02-10T00:00:00,UTA @ LAL,113,12,39,29,3
Minnesota Timberwolves,2025-02-10T00:00:00,MIN @ CLE,107,12,41,17,6
Portland Trail Blazers,2025-02-10T00:00:00,POR @ DEN,117,15,33,25,4
New Orleans Pelicans,2025-02-10T00:00:00,NOP @ OKC,101,10,42,19,4
Detroit Pistons,2025-02-09T00:00:00,DET vs. CHA,112,11,46,31,1
Milwaukee Bucks,2025-02-09T00:00:00,MIL vs. PHI,135,24,53,29,3
Houston Rockets,2025-02-09T00:00:00,HOU vs. TOR,94,10,58,17,3
Toronto Raptors,2025-02-09T00:00:00,TOR @ HOU,87,8,48,19,6
Philadelphia 76ers,2025-02-09T00:00:00,PHI @ MIL,127,18,42,28,5
Charlotte Hornets,2025-02-09T00:00:00,CHA @ DET,102,15,37,25,1
Boston Celtics,2025-02-08T00:00:00,BOS @ NYK,131,19,48,21,7
Golden State Warriors,2025-02-08T00:00:00,GSW @ CHI,132,19,44,34,7
LA Clippers,2025-02-08T00:00:00,LAC vs. UTA,130,11,37,36,2
Denver Nuggets,2025-02-08T00:00:00,DEN @ PHX,122,16,56,28,4
Minnesota Timberwolves,2025-02-08T00:00:00,MIN vs. POR,114,10,43,23,2
Atlanta Hawks,2025-02-08T00:00:00,ATL @ WAS,125,18,41,36,7
Oklahoma City Thunder,2025-02-08T00:00:00,OKC @ MEM,125,18,55,29,5
Dallas Mavericks,2025-02-08T00:00:00,DAL vs. HOU,116,12,43,22,18
Los Angeles Lakers,2025-02-08T00:00:00,LAL vs. IND,124,11,46,29,3
Sacramento Kings,2025-02-08T00:00:00,SAC vs. NOP,123,11,51,24,7
Orlando Magic,2025-02-08T00:00:00,ORL vs. SAS,112,10,45,19,1
San Antonio Spurs,2025-02-08T00:00:00,SAS @ ORL,111,13,34,27,7
New Orleans Pelicans,2025-02-08T00:00:00,NOP @ SAC,118,14,39,27,8
Indiana Pacers,2025-02-08T00:00:00,IND @ LAL,117,12,38,27,2
Houston Rockets,2025-02-08T00:00:00,HOU @ DAL,105,8,48,21,5
Memphis Grizzlies,2025-02-08T00:00:00,MEM vs. OKC,112,12,40,21,9
Washington Wizards,2025-02-08T00:00:00,WAS vs. ATL,111,9,53,26,2
Portland Trail Blazers,2025-02-08T00:00:00,POR @ MIN,98,7,45,18,6
Phoenix Suns,2025-02-08T00:00:00,PHX vs. DEN,105,17,43,25,6
Utah Jazz,2025-02-08T00:00:00,UTA @ LAC,110,17,38,26,4
Chicago Bulls,2025-02-08T00:00:00,CHI vs. GSW,111,17,31,24,4
New York Knicks,2025-02-08T00:00:00,NYK vs. BOS,104,9,30,16,1
Brooklyn Nets,2025-02-07T00:00:00,BKN vs. MIA,102,10,57,17,13
Detroit Pistons,2025-02-07T00:00:00,DET vs. PHI,125,17,56,32,4
Oklahoma City Thunder,2025-02-07T00:00:00,OKC vs. TOR,121,9,44,26,7
Cleveland Cavaliers,2025-02-07T00:00:00,CLE @ WAS,134,16,46,32,3
Phoenix Suns,2025-02-07T00:00:00,PHX vs. UTA,135,22,49,31,15
Atlanta Hawks,2025-02-07T00:00:00,ATL vs. MIL,115,13,52,29,6
Charlotte Hornets,2025-02-07T00:00:00,CHA vs. SAS,117,17,53,33,4
San Antonio Spurs,2025-02-07T00:00:00,SAS @ CHA,116,12,38,25,5
Milwaukee Bucks,2025-02-07T00:00:00,MIL @ ATL,110,19,43,28,3
Utah Jazz,2025-02-07T00:00:00,UTA @ PHX,127,13,63,29,7
Washington Wizards,2025-02-07T00:00:00,WAS vs. CLE,124,16,40,25,2
Toronto Raptors,2025-02-07T00:00:00,TOR @ OKC,109,19,42,31,6
Philadelphia 76ers,2025-02-07T00:00:00,PHI @ DET,112,13,38,26,7
Miami Heat,2025-02-07T00:00:00,MIA @ BKN,86,12,39,23,5
Denver Nuggets,2025-02-06T00:00:00,DEN vs. ORL,112,12,52,33,4
Minnesota Timberwolves,2025-02-06T00:00:00,MIN vs. HOU,127,16,47,23,6
Los Angeles Lakers,2025-02-06T00:00:00,LAL vs. GSW,120,13,47,26,5
Dallas Mavericks,2025-02-06T00:00:00,DAL @ BOS,127,15,35,32,4
Indiana Pacers,2025-02-06T00:00:00,IND @ LAC,119,13,46,31,3
Portland Trail Blazers,2025-02-06T00:00:00,POR vs. SAC,108,16,47,25,7
Sacramento Kings,2025-02-06T00:00:00,SAC @ POR,102,10,47,21,6
Boston Celtics,2025-02-06T00:00:00,BOS vs. DAL,120,16,40,30,6
LA Clippers,2025-02-06T00:00:00,LAC vs. IND,112,17,48,25,4
Golden State Warriors,2025-02-06T00:00:00,GSW @ LAL,112,16,40,29,2
Houston Rockets,2025-02-06T00:00:00,HOU @ MIN,114,12,39,26,7
Orlando Magic,2025-02-06T00:00:00,ORL @ DEN,90,5,40,21,8
Oklahoma City Thunder,2025-02-05T00:00:00,OKC vs. PHX,140,12,46,24,4
Memphis Grizzlies,2025-02-05T00:00:00,MEM @ TOR,138,16,61,22,5
Denver Nuggets,2025-02-05T00:00:00,DEN vs. NOP,144,16,51,40,4
Orlando Magic,2025-02-05T00:00:00,ORL @ SAC,130,16,35,30,3
Minnesota Timberwolves,2025-02-05T00:00:00,MIN vs. CHI,127,20,59,27,8
Washington Wizards,2025-02-05T00:00:00,WAS @ BKN,119,20,40,40,3
Milwaukee Bucks,2025-02-05T00:00:00,MIL @ CHA,112,18,44,26,4
Miami Heat,2025-02-05T00:00:00,MIA @ PHI,108,14,54,25,4
Utah Jazz,2025-02-05T00:00:00,UTA vs. GSW,131,13,48,30,5
Cleveland Cavaliers,2025-02-05T00:00:00,CLE @ DET,118,16,46,28,7
San Antonio Spurs,2025-02-05T00:00:00,SAS @ ATL,126,12,41,36,3
Atlanta Hawks,2025-02-05T00:00:00,ATL vs. SAS,125,16,45,33,5
Golden State Warriors,2025-02-05T00:00:00,GSW @ UTA,128,17,41,33,4
Detroit Pistons,2025-02-05T00:00:00,DET vs. CLE,115,12,45,22,5
Philadelphia 76ers,2025-02-05T00:00:00,PHI vs. MIA,101,12,39,22,4
Charlotte Hornets,2025-02-05T00:00:00,CHA vs. MIL,102,11,41,21,1
Brooklyn Nets,2025-02-05T00:00:00,BKN vs. WAS,102,13,37,26,3
Sacramento Kings,2025-02-05T00:00:00,SAC vs. ORL,111,10,37,23,4
Chicago Bulls,2025-02-05T00:00:00,CHI @ MIN,108,12,34,25,5
New Orleans Pelicans,2025-02-05T00:00:00,NOP @ DEN,119,10,38,26,3
Phoenix Suns,2025-02-05T00:00:00,PHX @ OKC,109,14,35,24,2
Toronto Raptors,2025-02-05T00:00:00,TOR vs. MEM,107,12,34,28,3
Los Angeles Lakers,2025-02-04T00:00:00,LAL @ LAC,122,18,50,33,3
Portland Trail Blazers,2025-02-04T00:00:00,POR vs. IND,112,14,51,23,4
Chicago Bulls,2025-02-04T00:00:00,CHI vs. MIA,133,19,43,35,3
Boston Celtics,2025-02-04T00:00:00,BOS @ CLE,112,17,53,26,6
New York Knicks,2025-02-04T00:00:00,NYK @ TOR,121,8,43,26,4
Philadelphia 76ers,2025-02-04T00:00:00,PHI vs. DAL,118,11,34,37,4
Brooklyn Nets,2025-02-04T00:00:00,BKN vs. HOU,99,10,39,26,9
Dallas Mavericks,2025-02-04T00:00:00,DAL @ PHI,116,11,44,24,4
Houston Rockets,2025-02-04T00:00:00,HOU @ BKN,97,11,45,23,6
Toronto Raptors,2025-02-04T00:00:00,TOR vs. NYK,115,11,34,27,4
Cleveland Cavaliers,2025-02-04T00:00:00,CLE vs. BOS,105,11,51,18,1
Miami Heat,2025-02-04T00:00:00,MIA @ CHI,124,17,44,29,3
Indiana Pacers,2025-02-04T00:00:00,IND @ POR,89,5,39,25,6
LA Clippers,2025-02-04T00:00:00,LAC vs. LAL,97,12,36,30,5
Oklahoma City Thunder,2025-02-03T00:00:00,OKC vs. MIL,125,16,55,28,5
Memphis Grizzlies,2025-02-03T00:00:00,MEM vs. SAS,128,14,47,33,5
Denver Nuggets,2025-02-03T00:00:00,DEN vs. NOP,125,12,46,28,6
Washington Wizards,2025-02-03T00:00:00,WAS @ CHA,124,17,54,29,5
New York Knicks,2025-02-03T00:00:00,NYK vs. HOU,124,6,40,24,5
Golden State Warriors,2025-02-03T00:00:00,GSW vs. ORL,104,12,44,25,0
Atlanta Hawks,2025-02-03T00:00:00,ATL @ DET,132,16,37,27,7
Portland Trail Blazers,2025-02-03T00:00:00,POR vs. PHX,121,16,48,30,2
Sacramento Kings,2025-02-03T00:00:00,SAC @ MIN,116,10,47,23,6
Indiana Pacers,2025-02-03T00:00:00,IND @ UTA,112,10,37,32,10
Utah Jazz,2025-02-03T00:00:00,UTA vs. IND,111,13,60,31,4
Detroit Pistons,2025-02-03T00:00:00,DET vs. ATL,130,9,41,31,2
Phoenix Suns,2025-02-03T00:00:00,PHX @ POR,119,15,43,28,5
Minnesota Timberwolves,2025-02-03T00:00:00,MIN vs. SAC,114,12,36,28,8
Orlando Magic,2025-02-03T00:00:00,ORL @ GSW,99,8,52,23,2
Houston Rockets,2025-02-03T00:00:00,HOU @ NYK,118,8,50,27,6
Charlotte Hornets,2025-02-03T00:00:00,CHA vs. WAS,114,11,46,26,1
New Orleans Pelicans,2025-02-03T00:00:00,NOP @ DEN,113,18,41,27,4
San Antonio Spurs,2025-02-03T00:00:00,SAS @ MEM,109,12,48,31,2
Milwaukee Bucks,2025-02-03T00:00:00,MIL @ OKC,96,13,37,24,3
Cleveland Cavaliers,2025-02-02T00:00:00,CLE vs. DAL,144,26,51,39,8
Memphis Grizzlies,2025-02-02T00:00:00,MEM @ MIL,132,14,61,37,5
Detroit Pistons,2025-02-02T00:00:00,DET vs. CHI,127,10,42,38,5
Boston Celtics,2025-02-02T00:00:00,BOS @ PHI,118,21,38,34,8
Toronto Raptors,2025-02-02T00:00:00,TOR vs. LAC,115,13,43,31,6
LA Clippers,2025-02-02T00:00:00,LAC @ TOR,108,9,41,21,7
Chicago Bulls,2025-02-02T00:00:00,CHI @ DET,119,19,44,28,4
Philadelphia 76ers,2025-02-02T00:00:00,PHI vs. BOS,110,15,46,20,2
Milwaukee Bucks,2025-02-02T00:00:00,MIL vs. MEM,119,20,36,32,5
Dallas Mavericks,2025-02-02T00:00:00,DAL @ CLE,101,9,45,22,3
Oklahoma City Thunder,2025-02-01T00:00:00,OKC vs. SAC,144,19,70,37,6
Portland Trail Blazers,2025-02-01T00:00:00,POR vs. PHX,127,9,43,24,5
Los Angeles Lakers,2025-02-01T00:00:00,LAL @ NYK,128,19,37,26,4
Utah Jazz,2025-02-01T00:00:00,UTA vs. ORL,113,14,51,26,7
Brooklyn Nets,2025-02-01T00:00:00,BKN @ HOU,110,10,46,24,8
Indiana Pacers,2025-02-01T00:00:00,IND vs. ATL,132,12,41,35,5
Denver Nuggets,2025-02-01T00:00:00,DEN @ CHA,107,7,43,29,9
Miami Heat,2025-02-01T00:00:00,MIA @ SAS,105,13,52,30,5
Washington Wizards,2025-02-01T00:00:00,WAS @ MIN,105,15,44,26,6
Minnesota Timberwolves,2025-02-01T00:00:00,MIN vs. WAS,103,12,47,29,3
San Antonio Spurs,2025-02-01T00:00:00,SAS vs. MIA,103,12,48,27,3
Charlotte Hornets,2025-02-01T00:00:00,CHA vs. DEN,104,9,51,31,6
Atlanta Hawks,2025-02-01T00:00:00,ATL @ IND,127,14,44,31,4
Houston Rockets,2025-02-01T00:00:00,HOU vs. BKN,98,12,44,18,6
Orlando Magic,2025-02-01T00:00:00,ORL @ UTA,99,9,43,19,7
New York Knicks,2025-02-01T00:00:00,NYK vs. LAL,112,10,44,33,3
Phoenix Suns,2025-02-01T00:00:00,PHX @ POR,108,10,37,21,2
Sacramento Kings,2025-02-01T00:00:00,SAC @ OKC,110,11,37,25,5
San Antonio Spurs,2025-01-31T00:00:00,SAS vs. MIL,144,24,53,37,11
Phoenix Suns,2025-01-31T00:00:00,PHX @ GSW,130,19,48,41,7
Chicago Bulls,2025-01-31T00:00:00,CHI @ TOR,122,18,52,34,9
Detroit Pistons,2025-01-31T00:00:00,DET vs. DAL,117,9,47,18,6
LA Clippers,2025-01-31T00:00:00,LAC @ CHA,112,11,45,26,4
Denver Nuggets,2025-01-31T00:00:00,DEN @ PHI,137,12,35,39,2
Boston Celtics,2025-01-31T00:00:00,BOS @ NOP,118,16,35,32,7
New Orleans Pelicans,2025-01-31T00:00:00,NOP vs. BOS,116,15,48,16,2
Philadelphia 76ers,2025-01-31T00:00:00,PHI vs. DEN,134,21,27,29,3
Charlotte Hornets,2025-01-31T00:00:00,CHA vs. LAC,104,7,42,18,3
Dallas Mavericks,2025-01-31T00:00:00,DAL @ DET,102,11,46,20,13
Toronto Raptors,2025-01-31T00:00:00,TOR vs. CHI,106,10,44,27,8
Golden State Warriors,2025-01-31T00:00:00,GSW vs. PHX,105,16,49,26,6
Milwaukee Bucks,2025-01-31T00:00:00,MIL @ SAS,118,12,47,24,8
Los Angeles Lakers,2025-01-30T00:00:00,LAL @ WAS,134,15,48,31,6
Portland Trail Blazers,2025-01-30T00:00:00,POR vs. ORL,119,12,38,23,5
Minnesota Timberwolves,2025-01-30T00:00:00,MIN @ UTA,138,21,39,38,9
Cleveland Cavaliers,2025-01-30T00:00:00,CLE vs. ATL,137,13,49,34,3
Memphis Grizzlies,2025-01-30T00:00:00,MEM vs. HOU,120,9,37,23,6
Houston Rockets,2025-01-30T00:00:00,HOU @ MEM,119,13,45,22,5
Atlanta Hawks,2025-01-30T00:00:00,ATL @ CLE,115,13,36,28,1
Utah Jazz,2025-01-30T00:00:00,UTA vs. MIN,113,14,23,21,4
Orlando Magic,2025-01-30T00:00:00,ORL @ POR,90,5,33,14,6
Washington Wizards,2025-01-30T00:00:00,WAS vs. LAL,96,10,38,18,6
Toronto Raptors,2025-01-29T00:00:00,TOR @ WAS,106,11,36,31,3
Boston Celtics,2025-01-29T00:00:00,BOS vs. CHI,122,18,45,32,3
Brooklyn Nets,2025-01-29T00:00:00,BKN @ CHA,104,10,40,27,8
Cleveland Cavaliers,2025-01-29T00:00:00,CLE @ MIA,126,13,47,29,2
Indiana Pacers,2025-01-29T00:00:00,IND vs. DET,133,19,36,28,5
Philadelphia 76ers,2025-01-29T00:00:00,PHI vs. SAC,117,12,35,30,1
LA Clippers,2025-01-29T00:00:00,LAC @ SAS,128,12,57,26,3
New York Knicks,2025-01-29T00:00:00,NYK vs. DEN,122,14,35,33,2
Minnesota Timberwolves,2025-01-29T00:00:00,MIN @ PHX,121,13,34,26,6
Golden State Warriors,2025-01-29T00:00:00,GSW vs. OKC,116,13,42,30,7
Dallas Mavericks,2025-01-29T00:00:00,DAL @ NOP,137,20,51,30,6
New Orleans Pelicans,2025-01-29T00:00:00,NOP vs. DAL,136,15,36,31,6
Oklahoma City Thunder,2025-01-29T00:00:00,OKC @ GSW,109,9,50,21,3
Phoenix Suns,2025-01-29T00:00:00,PHX vs. MIN,113,12,36,30,6
Denver Nuggets,2025-01-29T00:00:00,DEN @ NYK,112,10,47,21,5
San Antonio Spurs,2025-01-29T00:00:00,SAS vs. LAC,116,14,30,27,5
Sacramento Kings,2025-01-29T00:00:00,SAC @ PHI,104,10,46,34,1
Detroit Pistons,2025-01-29T00:00:00,DET @ IND,119,12,41,26,3
Miami Heat,2025-01-29T00:00:00,MIA vs. CLE,106,15,35,27,4
Charlotte Hornets,2025-01-29T00:00:00,CHA vs. BKN,83,10,52,18,7
Chicago Bulls,2025-01-29T00:00:00,CHI @ BOS,100,15,47,28,7
Washington Wizards,2025-01-29T00:00:00,WAS vs. TOR,82,5,43,17,5
Philadelphia 76ers,2025-01-28T00:00:00,PHI vs. LAL,118,11,43,20,4
Portland Trail Blazers,2025-01-28T00:00:00,POR vs. MIL,125,12,52,26,2
Golden State Warriors,2025-01-28T00:00:00,GSW vs. UTA,114,17,47,29,4
Houston Rockets,2025-01-28T00:00:00,HOU @ ATL,100,7,44,19,4
Atlanta Hawks,2025-01-28T00:00:00,ATL vs. HOU,96,11,40,19,5
Utah Jazz,2025-01-28T00:00:00,UTA @ GSW,103,8,39,30,6
Milwaukee Bucks,2025-01-28T00:00:00,MIL @ POR,112,11,36,26,2
Los Angeles Lakers,2025-01-28T00:00:00,LAL @ PHI,104,10,39,25,3
New York Knicks,2025-01-27T00:00:00,NYK vs. MEM,143,17,46,32,7
Dallas Mavericks,2025-01-27T00:00:00,DAL vs. WAS,130,20,51,39,7
Cleveland Cavaliers,2025-01-27T00:00:00,CLE vs. DET,110,12,53,28,4
Milwaukee Bucks,2025-01-27T00:00:00,MIL @ UTA,125,12,46,33,5
Sacramento Kings,2025-01-27T00:00:00,SAC @ BKN,110,9,44,31,4
Toronto Raptors,2025-01-27T00:00:00,TOR vs. NOP,113,9,54,31,5
Chicago Bulls,2025-01-27T00:00:00,CHI vs. DEN,129,24,47,35,5
Minnesota Timberwolves,2025-01-27T00:00:00,MIN vs. ATL,100,12,51,18,4
Miami Heat,2025-01-27T00:00:00,MIA vs. ORL,125,15,43,34,2
Los Angeles Lakers,2025-01-27T00:00:00,LAL @ CHA,112,6,48,22,5
Houston Rockets,2025-01-27T00:00:00,HOU @ BOS,114,17,39,29,1
Phoenix Suns,2025-01-27T00:00:00,PHX vs. LAC,111,22,39,23,5
Boston Celtics,2025-01-27T00:00:00,BOS vs. HOU,112,15,41,21,4
LA Clippers,2025-01-27T00:00:00,LAC @ PHX,109,10,42,22,5
Charlotte Hornets,2025-01-27T00:00:00,CHA vs. LAL,107,14,34,26,3
Orlando Magic,2025-01-27T00:00:00,ORL @ MIA,119,14,47,32,4
Denver Nuggets,2025-01-27T00:00:00,DEN @ CHI,121,6,42,36,5
Atlanta Hawks,2025-01-27T00:00:00,ATL @ MIN,92,12,51,24,3
New Orleans Pelicans,2025-01-27T00:00:00,NOP @ TOR,104,6,46,21,11
Brooklyn Nets,2025-01-27T00:00:00,BKN vs. SAC,96,10,39,19,3
Utah Jazz,2025-01-27T00:00:00,UTA vs. MIL,110,18,46,28,1
Detroit Pistons,2025-01-27T00:00:00,DET @ CLE,91,10,45,24,4
Washington Wizards,2025-01-27T00:00:00,WAS @ DAL,108,11,45,23,3
Memphis Grizzlies,2025-01-27T00:00:00,MEM @ NYK,106,9,47,21,9
Oklahoma City Thunder,2025-01-26T00:00:00,OKC @ POR,118,10,43,24,3
Portland Trail Blazers,2025-01-26T00:00:00,POR vs. OKC,108,18,44,21,6
Indiana Pacers,2025-01-25T00:00:00,IND @ SAS,136,17,50,32,9
Charlotte Hornets,2025-01-25T00:00:00,CHA vs. NOP,123,21,48,28,5
Minnesota Timberwolves,2025-01-25T00:00:00,MIN vs. DEN,133,14,45,38,4
New York Knicks,2025-01-25T00:00:00,NYK vs. SAC,143,17,53,40,4
Toronto Raptors,2025-01-25T00:00:00,TOR @ ATL,117,11,51,31,7
Memphis Grizzlies,2025-01-25T00:00:00,MEM vs. UTA,125,14,45,28,9
Boston Celtics,2025-01-25T00:00:00,BOS @ DAL,122,20,51,33,5
Philadelphia 76ers,2025-01-25T00:00:00,PHI @ CHI,109,13,40,23,4
LA Clippers,2025-01-25T00:00:00,LAC vs. MIL,127,11,47,19,3
Phoenix Suns,2025-01-25T00:00:00,PHX vs. WAS,119,13,53,23,4
Los Angeles Lakers,2025-01-25T00:00:00,LAL @ GSW,118,10,42,29,2
Miami Heat,2025-01-25T00:00:00,MIA @ BKN,106,13,51,22,6
Orlando Magic,2025-01-25T00:00:00,ORL vs. DET,121,15,40,22,4
Houston Rockets,2025-01-25T00:00:00,HOU @ CLE,135,13,45,26,4
Cleveland Cavaliers,2025-01-25T00:00:00,CLE vs. HOU,131,17,40,28,5
Detroit Pistons,2025-01-25T00:00:00,DET @ ORL,113,10,41,22,5
Brooklyn Nets,2025-01-25T00:00:00,BKN vs. MIA,97,14,35,23,5
Milwaukee Bucks,2025-01-25T00:00:00,MIL @ LAC,117,13,42,24,5
Washington Wizards,2025-01-25T00:00:00,WAS @ PHX,109,18,37,28,5
Golden State Warriors,2025-01-25T00:00:00,GSW vs. LAL,108,16,38,30,0
Chicago Bulls,2025-01-25T00:00:00,CHI vs. PHI,97,12,54,24,3
Dallas Mavericks,2025-01-25T00:00:00,DAL vs. BOS,107,8,49,18,8
Utah Jazz,2025-01-25T00:00:00,UTA @ MEM,103,12,40,27,5
Sacramento Kings,2025-01-25T00:00:00,SAC @ NYK,120,14,38,33,5
Atlanta Hawks,2025-01-25T00:00:00,ATL vs. TOR,94,11,43,28,5
Denver Nuggets,2025-01-25T00:00:00,DEN @ MIN,104,11,36,32,3
New Orleans Pelicans,2025-01-25T00:00:00,NOP @ CHA,92,8,39,21,5
